codigo_cnae,descricao_cnae,total,total_masculino,total_feminino,divisao,secao,nome_secao
7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",319,243,76,77,N,Atividades Administrativas e ServiÃ§os Complementares
7732202,Aluguel de andaimes,64,47,17,77,N,Atividades Administrativas e ServiÃ§os Complementares
7733100,Aluguel de máquinas e equipamentos para escritório,81,53,28,77,N,Atividades Administrativas e ServiÃ§os Complementares
7739002,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",35,21,14,77,N,Atividades Administrativas e ServiÃ§os Complementares
7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",119,93,26,77,N,Atividades Administrativas e ServiÃ§os Complementares
7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",401,258,143,77,N,Atividades Administrativas e ServiÃ§os Complementares
7911200,Agências de viagens,2337,1461,876,79,N,Atividades Administrativas e ServiÃ§os Complementares
7912100,Operadores turísticos,351,238,113,79,N,Atividades Administrativas e ServiÃ§os Complementares
7990200,Serviços de reservas e outros serviços de turismo não especificados anteriormente,311,184,127,79,N,Atividades Administrativas e ServiÃ§os Complementares
8011102,Serviços de adestramento de cães de guarda,53,38,15,80,N,Atividades Administrativas e ServiÃ§os Complementares
8020002,Outras atividades de serviços de segurança,200,169,31,80,N,Atividades Administrativas e ServiÃ§os Complementares
8129000,Atividades de limpeza não especificadas anteriormente,391,332,59,81,N,Atividades Administrativas e ServiÃ§os Complementares
8130300,Atividades paisagísticas,810,681,129,81,N,Atividades Administrativas e ServiÃ§os Complementares
8211300,Serviços combinados de escritório e apoio administrativo,2,2,0,82,N,Atividades Administrativas e ServiÃ§os Complementares
8219901,Fotocópias,443,259,184,82,N,Atividades Administrativas e ServiÃ§os Complementares
8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,8585,3985,4600,82,N,Atividades Administrativas e ServiÃ§os Complementares
8230001,"Serviços de organização de feiras, congressos, exposições e festas",4802,2401,2401,82,N,Atividades Administrativas e ServiÃ§os Complementares
8230002,Casas de festas e eventos,893,480,413,82,N,Atividades Administrativas e ServiÃ§os Complementares
8291100,Atividades de cobrança e informações cadastrais,949,565,384,82,N,Atividades Administrativas e ServiÃ§os Complementares
8292000,Envasamento e empacotamento sob contrato,40,27,13,82,N,Atividades Administrativas e ServiÃ§os Complementares
8299703,"Serviços de gravação de carimbos, exceto confecção",12,5,7,82,N,Atividades Administrativas e ServiÃ§os Complementares
8299707,Salas de acesso à internet,427,277,150,82,N,Atividades Administrativas e ServiÃ§os Complementares
8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,339,247,92,82,N,Atividades Administrativas e ServiÃ§os Complementares
8592902,"Ensino de artes cênicas, exceto dança",104,54,50,85,P,Educacao
8592903,Ensino de música,371,267,104,85,P,Educacao
8592999,Ensino de arte e cultura não especificado anteriormente,1835,879,956,85,P,Educacao
8593700,Ensino de idiomas,351,161,190,85,P,Educacao
8599603,Treinamento em informática,1805,1398,407,85,P,Educacao
8599604,Treinamento em desenvolvimento profissional e gerencial,6811,3097,3714,85,P,Educacao
8599605,Cursos preparatórios para concursos,938,424,514,85,P,Educacao
8599699,Outras atividades de ensino não especificadas anteriormente,8358,3832,4526,85,P,Educacao
8630504,Atividade odontológica com recursos para realização de procedimentos cirúrgicos,1,0,1,86,Q,Saude Humana e ServiÃ§os Sociais
8712300,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio,1743,279,1464,87,Q,Saude Humana e ServiÃ§os Sociais
9001901,Produção teatral,290,173,117,90,R,"Artes, Cultura, Esporte e Recreacao"
9001902,Produção musical,2130,1649,481,90,R,"Artes, Cultura, Esporte e Recreacao"
9001906,Atividades de sonorização e de iluminação,574,498,76,90,R,"Artes, Cultura, Esporte e Recreacao"
9002702,Restauração de obras de arte,48,22,26,90,R,"Artes, Cultura, Esporte e Recreacao"
9329803,"Exploração de jogos de sinuca, bilhar e similares",28,24,4,93,R,"Artes, Cultura, Esporte e Recreacao"
9329804,Exploração de jogos eletrônicos recreativos,29,22,7,93,R,"Artes, Cultura, Esporte e Recreacao"
9329899,Outras atividades de recreação e lazer não especificadas anteriormente,469,268,201,93,R,"Artes, Cultura, Esporte e Recreacao"
9511800,Reparação e manutenção de computadores e de equipamentos periféricos,4172,3540,632,95,S,Outras Atividades de Servicos
9512600,Reparação e manutenção de equipamentos de comunicação,1785,1544,241,95,S,Outras Atividades de Servicos
9521500,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,1238,1131,107,95,S,Outras Atividades de Servicos
9529101,"Reparação de calçados, bolsas e artigos de viagem",91,81,10,95,S,Outras Atividades de Servicos
9529102,Chaveiros,374,329,45,95,S,Outras Atividades de Servicos
9529103,Reparação de relógios,148,135,13,95,S,Outras Atividades de Servicos
9529104,"Reparação de bicicletas, triciclos e outros veículos não-motorizados",220,195,25,95,S,Outras Atividades de Servicos
9529105,Reparação de artigos do mobiliário,438,370,68,95,S,Outras Atividades de Servicos
9529106,Reparação de jóias,141,112,29,95,S,Outras Atividades de Servicos
9529199,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,360,234,126,95,S,Outras Atividades de Servicos
9601701,Lavanderias,359,69,290,96,S,Outras Atividades de Servicos
9601702,Tinturarias,9,5,4,96,S,Outras Atividades de Servicos
9601703,Toalheiros,28,9,19,96,S,Outras Atividades de Servicos
9602501,Cabeleireiros,27013,8018,18995,96,S,Outras Atividades de Servicos
9602502,Outras atividades de tratamento de beleza,8773,441,8332,96,S,Outras Atividades de Servicos
9603304,Serviços de funerárias,94,59,35,96,S,Outras Atividades de Servicos
9609202,Agências matrimoniais,55,28,27,96,S,Outras Atividades de Servicos
9609206,Serviços de tatuagem e colocação de piercing,642,464,178,96,S,Outras Atividades de Servicos
9609207,Alojamento de animais domésticos,145,91,54,96,S,Outras Atividades de Servicos
9609208,Higiene e embelezamento de animais domésticos,731,363,368,96,S,Outras Atividades de Servicos
9609299,Outras atividades de serviços pessoais não especificadas anteriormente,920,730,190,96,S,Outras Atividades de Servicos
9700500,Serviços domésticos,4103,313,3790,97,T,Servicos Domesticos
